CPU,Codename,Min_Cores,Max_Cores,Clock,Min_Clock,Min_Clock(MHz),Max_Clock,Max_Clock(MHz),Size,Socket,Process,Process(NM),TDP(Watts),Release
Core i7-4770R,Haswell,4,8,3.2 to 3.9 GHz,3.2,3200,3.9,3900,GHz,BGA 1364,22 nm,22 ,65,"Jun 2nd, 2013"
Core i7-4770K,Haswell,4,8,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Core i7-4770,Haswell,4,8,3.4 to 3.9 GHz,3.4,3400,3.9,3900,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Core i7-4765T,Haswell,4,8,2 to 3 GHz,2,2000,3,3000,GHz,Socket 1150,22 nm,22 ,35,"Jun 2nd, 2013"
Core i7-4750HQ,Crystalwell,4,8,2 to 3.2 GHz,2,2000,3.2,3200,GHz,BGA 1364,22 nm,22 ,47,"May 27th, 2013"
Core i7-4712MQ,Haswell,4,8,2.3 to 3.3 GHz,2.3,2300,3.3,3300,GHz,Socket G3,22 nm,22 ,37,"Apr 14th, 2013"
Core i7-4710MQ,Haswell,4,8,2.5 to 3.5 GHz,2.5,2500,3.5,3500,GHz,Socket G3,22 nm,22 ,47,"Apr 14th, 2013"
Core i7-4702MQ,Haswell,4,8,2.2 to 3.2 GHz,2.2,2200,3.2,3200,GHz,Socket G3,22 nm,22 ,37,"May 27th, 2013"
Core i7-4702HQ,Crystalwell,4,8,2.2 to 3.2 GHz,2.2,2200,3.2,3200,GHz,BGA 1364,22 nm,22 ,37,"May 27th, 2013"
Core i7-4700MQ,Haswell,4,8,2.4 to 3.4 GHz,2.4,2400,3.4,3400,GHz,Socket G3,22 nm,22 ,47,"May 27th, 2013"
Core i7-4700HQ,Crystalwell,4,8,2.4 to 3.4 GHz,2.4,2400,3.4,3400,GHz,BGA 1364,22 nm,22 ,47,"May 27th, 2013"
Core i7-4700EQ,Haswell,4,8,2.4 to 3.4 GHz,2.4,2400,3.4,3400,GHz,BGA 1364,22 nm,22 ,47,"May 27th, 2013"
Core i7-4650U,Haswell-ULT,2,4,1.7 to 3.3 GHz,1.7,1700,3.3,3300,GHz,BGA 1168,22 nm,22 ,15,"Jun 4th, 2013"
Core i7-4600U,Haswell-ULT,2,4,2.1 to 3.3 GHz,2.1,2100,3.3,3300,GHz,BGA 1168,22 nm,22 ,15,"Sep 1st, 2013"
Core i7-4600M,Haswell,2,4,2.9 to 3.6 GHz,2.9,2900,3.6,3600,GHz,Socket G3,22 nm,22 ,37,"Sep 1st, 2013"
Core i7-4558U,Haswell-ULT,2,4,2.8 to 3.3 GHz,2.8,2800,3.3,3300,GHz,BGA 1168,22 nm,22 ,28,"Jun 4th, 2013"
Core i7-4550U,Haswell-ULT,2,4,1.5 to 3 GHz,1.5,1500,3,3000,GHz,BGA 1168,22 nm,22 ,15,"Jun 4th, 2013"
Core i7-4500U,Haswell-ULT,2,4,1.8 to 3 GHz,1.8,1800,3,3000,GHz,BGA 1168,22 nm,22 ,15,"Jun 4th, 2013"
Core i7-3970X,Sandy Bridge-E,6,12,3.5 to 4 GHz,3.5,3500,4,4000,GHz,Socket 2011,32 nm,32 ,150,"Nov 1st, 2012"
Core i7-3960X,Sandy Bridge-E,6,12,3.3 to 3.9 GHz,3.3,3300,3.9,3900,GHz,Socket 2011,32 nm,32 ,130,"Nov 14th, 2011"
Core i7-3940XM,Ivy Bridge,4,8,3 to 3.9 GHz,3,3000,3.9,3900,GHz,Socket G2 (988B),22 nm,22 ,55,"Sep 3rd, 2012"
Core i7-3930K,Sandy Bridge-E,6,12,3.2 to 3.8 GHz,3.2,3200,3.8,3800,GHz,Socket 2011,32 nm,32 ,130,"Nov 14th, 2011"
Core i7-3920XM,Ivy Bridge,4,8,2.9 to 3.8 GHz,2.9,2900,3.8,3800,GHz,Socket G2 (988B),22 nm,22 ,55,"Apr 29th, 2012"
Core i7-3910K,Sandy Bridge-E,6,12,3 to 3.6 GHz,3,3000,3.6,3600,GHz,Socket 2011,32 nm,32 ,130,"Jul 24th, 2013"
Core i7-3840QM,Ivy Bridge,4,8,2.8 to 3.8 GHz,2.8,2800,3.8,3800,GHz,Socket G2 (988B),22 nm,22 ,45,"Sep 3rd, 2012"
Core i7-3840QM,Ivy Bridge,4,8,2.8 to 3.8 GHz,2.8,2800,3.8,3800,GHz,BGA 1224,22 nm,22 ,45,"Sep 3rd, 2012"
Core i7-3820QM,Ivy Bridge,4,8,2.7 to 3.7 GHz,2.7,2700,3.7,3700,GHz,Socket G2 (988B),22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3820QM,Ivy Bridge,4,8,2.7 to 3.7 GHz,2.7,2700,3.7,3700,GHz,BGA 1224,22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3820,Sandy Bridge-E,4,8,3.6 to 3.8 GHz,3.6,3600,3.8,3800,GHz,Socket 2011,32 nm,32 ,130,"Feb 13th, 2012"
Core i7-3770T,Ivy Bridge,4,8,2.5 to 3.7 GHz,2.5,2500,3.7,3700,GHz,Socket 1155,22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3770S,Ivy Bridge,4,8,3.1 to 3.9 GHz,3.1,3100,3.9,3900,GHz,Socket 1155,22 nm,22 ,65,"Apr 29th, 2012"
Core i7-3770K,Ivy Bridge,4,8,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 1155,22 nm,22 ,77,"Apr 29th, 2012"
Core i7-3770,Ivy Bridge,4,8,3.4 to 3.9 GHz,3.4,3400,3.9,3900,GHz,Socket 1155,22 nm,22 ,77,"Apr 29th, 2012"
Core i7-3740QM,Ivy Bridge,4,8,2.7 to 3.7 GHz,2.7,2700,3.7,3700,GHz,Socket G2 (988B),22 nm,22 ,45,"Sep 3rd, 2012"
Core i7-3740QM,Ivy Bridge,4,8,2.7 to 3.7 GHz,2.7,2700,3.7,3700,GHz,BGA 1224,22 nm,22 ,45,"Sep 3rd, 2012"
Core i7-3720QM,Ivy Bridge,4,8,2.6 to 3.6 GHz,2.6,2600,3.6,3600,GHz,Socket G2 (988B),22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3720QM,Ivy Bridge,4,8,2.6 to 3.6 GHz,2.6,2600,3.6,3600,GHz,BGA 1224,22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3689Y,Ivy Bridge,2,4,1.5 to 2.6 GHz,1.5,1500,2.6,2600,GHz,BGA 1023,22 nm,22 ,13,"Jan 8th, 2013"
Core i7-3687U,Ivy Bridge,2,4,2.1 to 3.3 GHz,2.1,2100,3.3,3300,GHz,BGA 1023,22 nm,22 ,17,"Jan 8th, 2013"
Core i7-3667U,Ivy Bridge,2,4,2 to 3.2 GHz,2,2000,3.2,3200,GHz,BGA 1023,22 nm,22 ,17,"Jun 3rd, 2012"
Core i7-3635QM,Ivy Bridge,4,8,2.4 to 3.4 GHz,2.4,2400,3.4,3400,GHz,BGA 1224,22 nm,22 ,45,"Sep 1st, 2012"
Core i7-3632QM,Ivy Bridge,4,8,2.2 to 3.2 GHz,2.2,2200,3.2,3200,GHz,Socket G2 (988B),22 nm,22 ,35,"Oct 19th, 2012"
Core i7-3632QM,Ivy Bridge,4,8,2.2 to 3.2 GHz,2.2,2200,3.2,3200,GHz,BGA 1224,22 nm,22 ,35,"Oct 19th, 2012"
Core i7-3630QM,Ivy Bridge,4,8,2.4 to 3.4 GHz,2.4,2400,3.4,3400,GHz,Socket G2 (988B),22 nm,22 ,45,"Sep 30th, 2012"
Core i7-3615QM,Ivy Bridge,4,8,2.3 to 3.3 GHz,2.3,2300,3.3,3300,GHz,BGA 1224,22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3615QE,Ivy Bridge,4,8,2.3 to 3.3 GHz,2.3,2300,3.3,3300,GHz,BGA 1023,22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3612QM,Ivy Bridge,4,8,2.1 to 3.1 GHz,2.1,2100,3.1,3100,GHz,BGA 1224,22 nm,22 ,35,"Apr 29th, 2012"
Core i7-3612QM,Ivy Bridge,4,8,2.1 to 3.1 GHz,2.1,2100,3.1,3100,GHz,Socket G2 (988B),22 nm,22 ,35,"Apr 29th, 2012"
Core i7-3612QE,Ivy Bridge,4,8,2.1 to 3.1 GHz,2.1,2100,3.1,3100,GHz,BGA 1023,22 nm,22 ,35,"Apr 29th, 2012"
Core i7-3610QM,Ivy Bridge,4,8,2.3 to 3.3 GHz,2.3,2300,3.3,3300,GHz,Socket G2 (988B),22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3610QE,Ivy Bridge,4,8,2.3 to 3.3 GHz,2.3,2300,3.3,3300,GHz,Socket G2 (988B),22 nm,22 ,45,"Apr 29th, 2012"
Core i7-3555LE,Ivy Bridge,2,4,2.5 to 3.2 GHz,2.5,2500,3.2,3200,GHz,BGA 1023,22 nm,22 ,25,"Jun 3rd, 2012"
Core i7-3540M,Ivy Bridge,2,4,3 to 3.7 GHz,3,3000,3.7,3700,GHz,BGA 1023,22 nm,22 ,35,"Jan 8th, 2013"
Core i7-3540M,Ivy Bridge,2,4,3 to 3.7 GHz,3,3000,3.7,3700,GHz,Socket G2 (988B),22 nm,22 ,35,"Jan 8th, 2013"
Core i7-3537U,Ivy Bridge,2,4,2 to 3.2 GHz,2,2000,3.2,3200,GHz,BGA 1023,22 nm,22 ,17,"Jan 8th, 2013"
Core i7-3525M,Ivy Bridge,2,4,2.9 to 3.6 GHz,2.9,2900,3.6,3600,GHz,BGA 1023,22 nm,22 ,35,"Nov 1st, 2012"
Core i7-3520M,Ivy Bridge,2,4,2.9 to 3.6 GHz,2.9,2900,3.6,3600,GHz,BGA 1023,22 nm,22 ,35,"Jun 3rd, 2012"
Core i7-3520M,Ivy Bridge,2,4,2.9 to 3.6 GHz,2.9,2900,3.6,3600,GHz,Socket G2 (988B),22 nm,22 ,35,"Jun 3rd, 2012"
Core i7-3517UE,Ivy Bridge,2,4,1.7 to 2.8 GHz,1.7,1700,2.8,2800,GHz,BGA 1023,22 nm,22 ,17,"Jun 3rd, 2012"
Core i7-3517U,Ivy Bridge,2,4,1.9 to 3 GHz,1.9,1900,3,3000,GHz,BGA 1023,22 nm,22 ,17,"Jun 3rd, 2012"
Core i7-2960XM,Sandy Bridge,4,8,2.7 to 3.7 GHz,2.7,2700,3.7,3700,GHz,Socket G2 (988B),32 nm,32 ,55,"Sep 4th, 2011"
Core i7-2920XM,Sandy Bridge,4,8,2.5 to 3.5 GHz,2.5,2500,3.5,3500,GHz,Socket G2 (988B),32 nm,32 ,55,"Jan 3rd, 2011"
Core i7-2860QM,Sandy Bridge,4,8,2.5 to 3.6 GHz,2.5,2500,3.6,3600,GHz,BGA 1224,32 nm,32 ,45,"Sep 4th, 2011"
Core i7-2860QM,Sandy Bridge,4,8,2.5 to 3.6 GHz,2.5,2500,3.6,3600,GHz,Socket G2 (988B),32 nm,32 ,45,"Sep 4th, 2011"
Core i7-2820QM,Sandy Bridge,4,8,2.3 to 3.4 GHz,2.3,2300,3.4,3400,GHz,BGA 1224,32 nm,32 ,45,"Jan 3rd, 2011"
Core i7-2820QM,Sandy Bridge,4,8,2.3 to 3.4 GHz,2.3,2300,3.4,3400,GHz,Socket G2 (988B),32 nm,32 ,45,"Jan 3rd, 2011"
Core i7-2760QM,Sandy Bridge,4,8,2.4 to 3.5 GHz,2.4,2400,3.5,3500,GHz,Socket G2 (988B),32 nm,32 ,45,"Sep 4th, 2011"
Core i7-2760QM,Sandy Bridge,4,8,2.4 to 3.5 GHz,2.4,2400,3.5,3500,GHz,BGA 1224,32 nm,32 ,45,"Sep 4th, 2011"
Core i7-2720QM,Sandy Bridge,4,8,2.2 to 3.3 GHz,2.2,2200,3.3,3300,GHz,BGA 1224,32 nm,32 ,45,"Jan 3rd, 2011"
Core i7-2720QM,Sandy Bridge,4,8,2.2 to 3.3 GHz,2.2,2200,3.3,3300,GHz,Socket G2 (988B),32 nm,32 ,45,"Jan 3rd, 2011"
Core i7-2715QE,Sandy Bridge,4,8,2.1 to 3 GHz,2.1,2100,3,3000,GHz,BGA 1023,32 nm,32 ,45,"Jan 3rd, 2011"
Core i7-2710QE,Sandy Bridge,4,8,2.1 to 3 GHz,2.1,2100,3,3000,GHz,Socket G2 (988B),32 nm,32 ,45,"Jan 3rd, 2011"
Core i7-2700K,Sandy Bridge,4,8,3.5 to 3.9 GHz,3.5,3500,3.9,3900,GHz,Socket 1155,32 nm,32 ,95,"Oct 24th, 2011"
Core i7-2675QM,Sandy Bridge,4,8,2.2 to 3.1 GHz,2.2,2200,3.1,3100,GHz,BGA 1224,32 nm,32 ,45,"Oct 12th, 2011"
Core i7-2670QM,Sandy Bridge,4,8,2.2 to 3.1 GHz,2.2,2200,3.1,3100,GHz,Socket G2 (988B),32 nm,32 ,45,"Oct 12th, 2011"
Core i7-2635QM,Sandy Bridge,4,8,2 to 2.9 GHz,2,2000,2.9,2900,GHz,BGA 1224,32 nm,32 ,45,"Jan 3rd, 2011"
Core i7-2630QM,Sandy Bridge,4,8,2 to 2.9 GHz,2,2000,2.9,2900,GHz,Socket G2 (988B),32 nm,32 ,45,"Jan 3rd, 2011"
Core i7-2600S,Sandy Bridge,4,8,2.8 to 3.8 GHz,2.8,2800,3.8,3800,GHz,Socket 1155,32 nm,32 ,65,"Jan 9th, 2011"
Core i7-2600K,Sandy Bridge,4,8,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1155,32 nm,32 ,95,"Jan 9th, 2011"
Core i7-2600,Sandy Bridge,4,8,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1155,32 nm,32 ,95,"Jan 9th, 2011"
Core i7-13850HX,Raptor Lake-HX,24,28,2.1 to 5.3 GHz,2.1,2100,5.3,5300,GHz,BGA 1964,10 nm,10 ,55,"Jan 4th, 2023"
Core i7-13700T,Raptor Lake-S,16,24,1.4 to 4.9 GHz,1.4,1400,4.9,4900,GHz,Socket 1700,10 nm,10 ,35,"Jan 4th, 2023"
Core i7-13700KF,Raptor Lake-S,16,24,3.4 to 5.4 GHz,3.4,3400,5.4,5400,GHz,Socket 1700,10 nm,10 ,125,"Sep 27th, 2022"
Core i7-13700K,Raptor Lake-S,16,24,3.4 to 5.4 GHz,3.4,3400,5.4,5400,GHz,Socket 1700,10 nm,10 ,125,"Sep 27th, 2022"
Core i7-13700HX,Raptor Lake-HX,16,24,2.1 to 5 GHz,2.1,2100,5,5000,GHz,BGA 1964,10 nm,10 ,55,"Jan 4th, 2023"
Core i7-13700F,Raptor Lake-S,16,24,2.1 to 5.2 GHz,2.1,2100,5.2,5200,GHz,Socket 1700,10 nm,10 ,65,"Jan 4th, 2023"
Core i7-13700,Raptor Lake-S,16,24,2.1 to 5.2 GHz,2.1,2100,5.2,5200,GHz,Socket 1700,10 nm,10 ,65,"Jan 4th, 2023"
Core i7-13650HX,Raptor Lake-HX,14,20,2.6 to 4.9 GHz,2.6,2600,4.9,4900,GHz,BGA 1964,10 nm,10 ,55,"Jan 4th, 2023"
Core i7-12850HX,Alder Lake-HX,16,24,2.1 to 4.8 GHz,2.1,2100,4.8,4800,GHz,BGA 1964,10 nm,10 ,55,"May 10th, 2022"
Core i7-1280P,Alder Lake-P,14,20,1.8 to 4.8 GHz,1.8,1800,4.8,4800,GHz,BGA 1744,10 nm,10 ,28,"Feb 23rd, 2022"
Core i7-12800HX,Alder Lake-HX,16,24,2 to 4.8 GHz,2,2000,4.8,4800,GHz,BGA 1964,10 nm,10 ,55,"May 10th, 2022"
Core i7-12800HE,Alder Lake-H,14,20,2.4 to 4.6 GHz,2.4,2400,4.6,4600,GHz,BGA 1744,10 nm,10 ,45,Jan 2022
Core i7-12800H,Alder Lake-H,14,20,2.4 to 4.8 GHz,2.4,2400,4.8,4800,GHz,BGA 1744,10 nm,10 ,45,Jan 2022
Core i7-1270P,Alder Lake-P,12,16,2.2 to 4.8 GHz,2.2,2200,4.8,4800,GHz,BGA 1744,10 nm,10 ,28,"Feb 23rd, 2022"
Core i7-12700TE,Alder Lake-S,12,20,1.4 to 4.6 GHz,1.4,1400,4.6,4600,GHz,Socket 1700,10 nm,10 ,35,Jan 2022
Core i7-12700T,Alder Lake-S,12,20,1.4 to 4.7 GHz,1.4,1400,4.7,4700,GHz,Socket 1700,10 nm,10 ,35,Jan 2022
Core i7-12700KF,Alder Lake-S,12,20,3.6 to 5 GHz,3.6,3600,5,5000,GHz,Socket 1700,10 nm,10 ,125,"Nov 4th, 2021"
Core i7-12700K,Alder Lake-S,12,20,3.6 to 5 GHz,3.6,3600,5,5000,GHz,Socket 1700,10 nm,10 ,125,"Nov 4th, 2021"
Core i7-12700H,Alder Lake-H,14,20,2.3 to 4.7 GHz,2.3,2300,4.7,4700,GHz,BGA 1744,10 nm,10 ,45,Jan 2022
Core i7-12700F,Alder Lake-S,12,20,3.3 to 4.9 GHz,3.3,3300,4.9,4900,GHz,Socket 1700,10 nm,10 ,65,"Jan 4th, 2022"
Core i7-12700E,Alder Lake-S,12,20,2.1 to 4.8 GHz,2.1,2100,4.8,4800,GHz,Socket 1700,10 nm,10 ,65,Jan 2022
Core i7-12700,Alder Lake-S,12,20,3.3 to 4.9 GHz,3.3,3300,4.9,4900,GHz,Socket 1700,10 nm,10 ,65,Jan 2022
Core i7-1265U,Alder Lake-U,10,12,1.8 to 4.8 GHz,1.8,1800,4.8,4800,GHz,BGA 1744,10 nm,10 ,15,"Feb 23rd, 2022"
Core i7-12650HX,Alder Lake-HX,14,20,2 to 4.7 GHz,2,2000,4.7,4700,GHz,BGA 1964,10 nm,10 ,55,"May 10th, 2022"
Core i7-12650H,Alder Lake-H,10,16,2.3 to 4.7 GHz,2.3,2300,4.7,4700,GHz,BGA 1744,10 nm,10 ,45,Jan 2022
Core i7-1260U,Alder Lake-U,10,12,1.1 to 4.7 GHz,1.1,1100,4.7,4700,GHz,BGA 1781,10 nm,10 ,9,"Feb 23rd, 2022"
Core i7-1260P,Alder Lake-P,12,16,2.1 to 4.7 GHz,2.1,2100,4.7,4700,GHz,BGA 1744,10 nm,10 ,28,"Feb 23rd, 2022"
Core i7-1255U,Alder Lake-U,10,12,1.7 to 4.7 GHz,1.7,1700,4.7,4700,GHz,BGA 1744,10 nm,10 ,15,"Feb 23rd, 2022"
Core i7-1250U,Alder Lake-U,10,12,1.1 to 4.7 GHz,1.1,1100,4.7,4700,GHz,BGA 1781,10 nm,10 ,9,"Feb 23rd, 2022"
Core i7-1195G7,Tiger Lake-U,4,8,2.9 to 5 GHz,2.9,2900,5,5000,GHz,BGA 1449,10 nm,10 ,28,"May 31st, 2021"
Core i7-11850H,Tiger Lake-H,8,16,2.1 to 4.8 GHz,2.1,2100,4.8,4800,GHz,BGA 1787,10 nm,10 ,35,"May 11th, 2021"
Core i7-11800H,Tiger Lake-H,8,16,1.9 to 4.6 GHz,1.9,1900,4.6,4600,GHz,BGA 1787,10 nm,10 ,35,"May 11th, 2021"
Core i7-11700T,Rocket Lake,8,16,1.4 to 4.6 GHz,1.4,1400,4.6,4600,GHz,Socket 1200,14 nm,14 ,35,"Mar 16th, 2021"
Core i7-11700KF,Rocket Lake,8,16,3.6 to 5 GHz,3.6,3600,5,5000,GHz,Socket 1200,14 nm,14 ,125,"Mar 16th, 2021"
Core i7-11700K,Rocket Lake,8,16,3.6 to 5 GHz,3.6,3600,5,5000,GHz,Socket 1200,14 nm,14 ,125,"Mar 16th, 2021"
Core i7-11700F,Rocket Lake,8,16,2.5 to 4.9 GHz,2.5,2500,4.9,4900,GHz,Socket 1200,14 nm,14 ,65,"Mar 16th, 2021"
Core i7-11700,Rocket Lake,8,16,2.5 to 4.9 GHz,2.5,2500,4.9,4900,GHz,Socket 1200,14 nm,14 ,65,"Mar 16th, 2021"
Core i7-11600H,Tiger Lake-H,6,12,2.5 to 4.6 GHz,2.5,2500,4.6,4600,GHz,BGA 1787,10 nm,10 ,35,"May 11th, 2021"
Core i7-11390H,Tiger Lake-H,4,8,2.9 to 5 GHz,2.9,2900,5,5000,GHz,BGA 1449,10 nm,10 ,28,"Jun 21st, 2021"
Core i7-11375H,Tiger Lake-H,4,8,3 to 5 GHz,3,3000,5,5000,GHz,BGA 1449,10 nm,10 ,28,"Jan 11th, 2021"
Core i7-11370H,Tiger Lake-H,4,8,3 to 4.8 GHz,3,3000,4.8,4800,GHz,BGA 1449,10 nm,10 ,28,"Jan 11th, 2021"
Core i5-8600K,Coffee Lake,6,6,3.6 to 4.3 GHz,3.6,3600,4.3,4300,GHz,Socket 1151,14 nm,14 ,95,"Oct 5th, 2017"
Core i5-8400,Coffee Lake,6,6,2.8 to 4 GHz,2.8,2800,4,4000,GHz,Socket 1151,14 nm,14 ,65,"Oct 5th, 2017"
Core i5-8350U,Kaby Lake-R,4,8,1.7 to 3.6 GHz,1.7,1700,3.6,3600,GHz,BGA 1356,14 nm,14 ,15,"Aug 21st, 2017"
Core i5-8250U,Kaby Lake-R,4,8,1.6 to 3.4 GHz,1.6,1600,3.4,3400,GHz,BGA 1356,14 nm,14 ,15,"Aug 21st, 2017"
Core i5-7640X,Kaby Lake-X,4,4,3.9 to 4.3 GHz,3.9,3900,4.3,4300,GHz,Socket 2066,14 nm,14 ,112,"Jun 26th, 2017"
Core i5-7600T,Kaby Lake,4,4,2.8 to 3.7 GHz,2.8,2800,3.7,3700,GHz,Socket 1151,14 nm,14 ,35,"Jan 3rd, 2017"
Core i5-7600K,Kaby Lake,4,4,3.8 to 4.2 GHz,3.8,3800,4.2,4200,GHz,Socket 1151,14 nm,14 ,91,"Jan 3rd, 2017"
Core i5-7600,Kaby Lake,4,4,3.5 to 4.1 GHz,3.5,3500,4.1,4100,GHz,Socket 1151,14 nm,14 ,65,"Jan 3rd, 2017"
Core i5-760,Lynnfield,4,4,2.8 to 3.333 GHz,2.8,2800,3.333,3333,GHz,Socket 1156,45 nm,45 ,95,"Jul 18th, 2010"
Core i5-750s,Lynnfield,4,4,2.4 to 3.2 GHz,2.4,2400,3.2,3200,GHz,Socket 1156,45 nm,45 ,82,"Jan 7th, 2010"
Core i5-7500T,Kaby Lake,4,4,2.7 to 3.3 GHz,2.7,2700,3.3,3300,GHz,Socket 1151,14 nm,14 ,35,"Jan 3rd, 2017"
Core i5-7500,Kaby Lake,4,4,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1151,14 nm,14 ,65,"Jan 3rd, 2017"
Core i5-7400T,Kaby Lake,4,4,2.4 to 3 GHz,2.4,2400,3,3000,GHz,Socket 1151,14 nm,14 ,35,"Jan 3rd, 2017"
Core i5-7400,Kaby Lake,4,4,3 to 3.5 GHz,3,3000,3.5,3500,GHz,Socket 1151,14 nm,14 ,65,"Jan 3rd, 2017"
Core i5-7300HQ,Kaby Lake-H,4,4,2.5 to 3.5 GHz,2.5,2500,3.5,3500,GHz,BGA 1440,14 nm,14 ,45,"Jan 3rd, 2017"
Core i5-680,Clarkdale,2,4,3.6 to 3.866 GHz,3.6,3600,3.866,3866,GHz,Socket 1156,32 nm,32 ,73,"Apr 19th, 2010"
Core i5-670,Clarkdale,2,4,3.466 to 3.733 GHz,3.466,3466,3.733,3733,GHz,Socket 1156,32 nm,32 ,73,"Jan 7th, 2010"
Core i5-661,Clarkdale,2,4,3.333 to 3.6 GHz,3.333,3333,3.6,3600,GHz,Socket 1156,32 nm,32 ,87,"Jan 7th, 2010"
Core i5-660,Clarkdale,2,4,3.333 to 3.6 GHz,3.333,3333,3.6,3600,GHz,Socket 1156,32 nm,32 ,73,"Jan 7th, 2010"
Core i5-655K,Clarkdale,2,4,3.2 to 3.466 GHz,3.2,3200,3.466,3466,GHz,Socket 1156,32 nm,32 ,73,"May 30th, 2010"
Core i5-650,Clarkdale,2,4,3.2 to 3.466 GHz,3.2,3200,3.466,3466,GHz,Socket 1156,32 nm,32 ,73,"Jan 7th, 2010"
Core i5-6350HQ,Skylake-H,4,4,2.3 to 3.2 GHz,2.3,2300,3.2,3200,GHz,BGA 1440,14 nm,14 ,45,"Jan 24th, 2016"
Core i5-580M,Arrandale,2,4,2.667 to 3.333 GHz,2.667,2667,3.333,3333,GHz,Socket G1,32 nm,32 ,35,"Sep 26th, 2010"
Core i5-560M,Arrandale,2,4,2.667 to 3.2 GHz,2.667,2667,3.2,3200,GHz,Socket G1,32 nm,32 ,35,"Sep 26th, 2010"
Core i5-540M,Arrandale,2,4,2.533 to 3.073 GHz,2.533,2533,3.073,3073,GHz,Socket G1,32 nm,32 ,35,"Jan 7th, 2010"
Core i5-480M,Arrandale,2,4,2.667 to 2.933 GHz,2.667,2667,2.933,2933,GHz,Socket G1,32 nm,32 ,35,"Jan 9th, 2011"
Core i5-4670T,Haswell,4,4,2.3 to 3.3 GHz,2.3,2300,3.3,3300,GHz,Socket 1150,22 nm,22 ,45,"Jun 2nd, 2013"
Core i5-4670S,Haswell,4,4,3.1 to 3.8 GHz,3.1,3100,3.8,3800,GHz,Socket 1150,22 nm,22 ,65,"Jun 2nd, 2013"
Core i5-4670R,Haswell,4,4,3 to 3.7 GHz,3,3000,3.7,3700,GHz,BGA 1364,22 nm,22 ,65,"Jun 2nd, 2013"
Core i5-4670K,Haswell,4,4,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Core i5-4670,Haswell,4,4,3.4 to 3.8 GHz,3.4,3400,3.8,3800,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Core i5-460M,Arrandale,2,4,2.534 to 2.8 GHz,2.534,2534,2.8,2800,GHz,Socket G1,32 nm,32 ,35,"Sep 26th, 2010"
Core i5-4570TE,Haswell,2,4,2.7 to 3.3 GHz,2.7,2700,3.3,3300,GHz,Socket 1150,22 nm,22 ,35,"Jun 2nd, 2013"
Core i5-4570T,Haswell,2,4,2.9 to 3.6 GHz,2.9,2900,3.6,3600,GHz,Socket 1150,22 nm,22 ,35,"Jun 2nd, 2013"
Core i5-4570S,Haswell,4,4,2.9 to 3.6 GHz,2.9,2900,3.6,3600,GHz,Socket 1150,22 nm,22 ,65,"Jun 2nd, 2013"
Core i5-4570R,Haswell,4,4,2.7 to 3.2 GHz,2.7,2700,3.2,3200,GHz,BGA 1364,22 nm,22 ,65,"Jun 2nd, 2013"
Core i5-4570,Haswell,4,4,3.2 to 3.6 GHz,3.2,3200,3.6,3600,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Core i5-450M,Arrandale,2,4,2.4 to 2.666 GHz,2.4,2400,2.666,2666,GHz,Socket G1,32 nm,32 ,35,"Sep 26th, 2010"
Core i5-4440S,Haswell,4,4,2.8 to 3.3 GHz,2.8,2800,3.3,3300,GHz,Socket 1150,22 nm,22 ,65,"Sep 1st, 2013"
Core i5-4440,Haswell,4,4,3.1 to 3.3 GHz,3.1,3100,3.3,3300,GHz,Socket 1150,22 nm,22 ,84,"Sep 1st, 2013"
Core i5-4430S,Haswell,4,4,2.7 to 3.2 GHz,2.7,2700,3.2,3200,GHz,Socket 1150,22 nm,22 ,65,"Jun 2nd, 2013"
Core i5-4430,Haswell,4,4,3 to 3.2 GHz,3,3000,3.2,3200,GHz,Socket 1150,22 nm,22 ,84,"Jun 2nd, 2013"
Core i5-4350U,Haswell,2,4,1.4 to 2.9 GHz,1.4,1400,2.9,2900,GHz,BGA 1168,22 nm,22 ,15,"Jun 4th, 2013"
Core i5-4330M,Haswell,2,4,2.8 to 3.8 GHz,2.8,2800,3.8,3800,GHz,Socket G3,22 nm,22 ,37,"Sep 1st, 2013"
Core i5-430M,Arrandale,2,4,2.267 to 2.534 GHz,2.267,2267,2.534,2534,GHz,Socket G1,32 nm,32 ,35,"Jan 7th, 2010"
